username,name,followers_count,final_location,count,x_id,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20
Sousane79296321,Sousane,367,,1,1206091734192720000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Salbostino,Sebastian Donaldson,367,,1,392002845,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hamed_safaei,Hamed Safaei,367,,1,745298749296153000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ashkunwashere,اشکان,367,,4,1298270496711040000,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AliIShah12,Ali Shah,367,,4,1244894058214040000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
saladin0070,صلاح الدين,366,,3,1721251696939270000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
louay_8,لؤي,366,,2,352976592,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SydHsyny49951,سید محمود حسینی,366,,4,1807680409670400000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
Resistanceonx,The resistance Al-Houthi 🇷🇺 Z🔻,366,,12,833395676,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1
OfelasA,Ofelas Andre,366,,1,1561270390365770000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
KaitMahomed,Kait Mahomed,366,,1,1623662243962300000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
JungleLawPak,Finding Law and Order,366,,2,1283425399448400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1986javaheri,المقاومة🎒,366,,4,1748667179019510000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
westandtherest,"Comrade Nduka Eze, Salute!",365,,1,908591426862121000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
solcoutocharts,BRITTANY MURPHY.,365,,1,1510692620011520000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sahan_fagol,Sahan Fagol,365,,6,4754345543,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1
moji_abdolahi,مجتبی عبدالهی نیا,365,,2,2000474171416190000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hadi_khaleghii,Hadi Khaleghi,365,,2,1851554495794410000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
germn400,Yerard Cedval,365,,2,249309839,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blacksimurg,Blacksimurg,365,,3,1475688846,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
anwartjj,Anwar Soofi,365,,1,1363540361935780000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mosesparody,Moses 🐁🌍🐈,365,,4,3016490012,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
Jam_99X,Rothadult_99,365,,2,1686234227585810000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
worldwide7,Global Advisor,364,,1,16867624,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
smostars,The Most,364,,1,29201951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
fdb313147206,f.d.b.313,364,,3,1802287394638520000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
alkulana2,sawsaw1986 ױ,364,,1,1791536721848380000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OzymandiasRTRNS,PunishedOzymandias,364,,1,1819112094165530000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mohajer_313,Reza Fqh,364,,1,4775318474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MGP44395050,🚬 Nico🔻 Tino ☁️,364,,1,1384884621419190000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hosein3133,Hosein313,364,,1,1247106019756520000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BLUENINI1,雨農先生🇵🇸,364,,1,1100285930043140000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AliJbbar_PhD,Ali Jbbar علي جبار,364,,2,4702650084,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
shaa_zaa113,Zaa shaa,363,,11,2026934207445160000,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0
ajji_esmat,Heydar,363,,18,1015185391299810000,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
__MrBear_,MrBear🐻آقاخرسه🎒,363,,20,4466601136,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TifahEfendijaG,Tifah Efendija,363,,1,1713301354913890000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
McMuIIah,Haramist,363,,2,1542162555199780000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Marya_Popins,Mary Poppins,363,,1,1295905428598140000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HansGotsche,Hans-Joachim Götsche,363,,2,891200574649246000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FarhanK24953,Farhan Khan,363,,3,1901612352103230000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
Ekene_Udeze1,EKENE UDEZE,363,,2,1226453260804000000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIberSnake,Snake,363,,2,951290419924689000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
yougiho108,Yougiho,362,,9,1677343192570540000,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0
shankarvijay08,Vijay shankar,362,,2,1021273897,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
mohsen_n63_2,🟩☫🟥 Mohsen,362,,1,1461604682149900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
iran18189,Alireza🎒,362,,1,1507707776126100000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
binyamin90,Binyamin 🔻,362,,3,1613196608086350000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
abasghader91172,abas ghaderi,362,,3,1934544883861410000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Tribal_2006,Tribal C,362,,2,1669382947290350000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
PaulForres34735,Pawl Bachan Budur,362,,1,1701926219409700000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NoiceKhet,Samm,362,,3,860945187459256000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
JEregwu,joeself..,362,,1,3197195939,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GDalt3,GDalt,362,,2,1519407304881360000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACaldoon,Adam Caldoon,362,,1,1248726436598420000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27maYdei,Blame the entropy,362,,2,1544935322,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yanxsetiahardja,Heryanto 🇮🇩,361,,2,113281524,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
voicetool,Laughing Man,361,,12,3238241536,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
truthseek3r99,TruthSeeker,361,,1,855910682,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
mohamad155591,mohamad,361,,1,1934469877752080000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
anacendrero,Ana Cendrero Álvarez,361,,4,60841503,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
aharunadauda,Dawood Murai,361,,3,335571938,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Prismaticum1,D'Araújo,361,,1,1339222547435500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Elham85412931,Elham,361,,1,1158383114261020000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EderMarin1,Eder Marin,361,,1,415300074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mostafaeroni,Mostafa,360,,3,1781769734452860000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
kinghh80,GeoPolErg,360,,4,2430833777,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
dokhtare_ariyi,🟥☫🟩Fateme,360,,1,1985359705322270000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
azamramli0901,azam0901,360,,1,1450753931189970000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IMRANBHATI82,*IMRAN BHATI*,360,,1,970117539484393000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ivvvvvvvvan,🍕,359,,1,1250955835171390000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
f3reed_99,في أمانة موسى بن جعفر 👐,359,,2,1851100386742160000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
camara_sylli,Becks1,359,,3,1243258381546160000,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Sardarzulfikhan,Sardar Zulfiqar Khan,359,,1,1969836556430030000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Olohunishola00,Olohunishola_001,359,,1,1860590652351760000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nia__03,🇵🇸🇾🇪Stefanía Nia🇮🇷🇮🇷 🇱🇧🇱🇧🇸🇩🇨🇩,359,,7,342311074,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0
KHALIDSJ2050,KHALID🇪🇸🇵🇰,359,,2,1732730974763380000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
DaunTehHijau_,SUNGAI RAJA,359,,1,1772825461946730000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABOMEYSAM12,ابوالفضل ضمیری,359,,4,1807676584293180000,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
AAhtharu,Ahmadh Ahtharu,359,,1,970617591189287000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sossbosss,.,358,,3,1484961212945380000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
smeltsa,Mannish Boy,358,,1,120962266,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
quietskepticX,Quiet Skeptic,358,,2,817771778,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
paeyeam,paeyeam,358,,8,873667198698627000,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0
kryptograph3r,KryptoGrapher of Persia 🔻🔻🔻,358,,5,932275320551600000,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
cayjun,MAL,358,,1,22570616,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
berriesandsun,~ 🇵🇸,358,,2,854055940529816000,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
SjadSadqy79480,سجاد صادقی,358,,1,1934825909510680000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Oschweizi68155,Ollie,358,,2,1746086230574420000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
MugheesDogar,M.,358,,3,2505343920,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
MarujoJacinta,jacinta marujo,358,,9,4219209255,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1
Hosseingha64402,Hosseingharavi,358,,1,1949685095083710000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fatih1969MG,Fatih_deema,358,,9,1711779553658420000,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1
wezzyvedore,the yellow jacket,357,,5,1823791012323430000,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
side_hopelessX,Occupied FIFA WC 2026,357,,1,1920591528365320000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ramrom67,R,357,,1,68492468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
naigelhosein,Naigel Hosein,357,,1,546419173,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
jlyly18326,جلیلی,357,,2,1934566605683370000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
biswajit002,Biswajit Goswami🇮🇳,357,,2,230464550,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ally_yarrow,Ali Yarrow Isaaq,357,,1,1092852596598020000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ZariaziziZry,زری عزیزی,357,,1,1803660503622770000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SRoudehi80303,سِتایِشْـ رودِهْیـ🎒,357,,1,2037079870644050000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baqir00313,Baqir 313,357,,4,1823809184879480000,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AnabtawiKa32900,Karmen Anabtawi 🇵🇸,357,,1,1763075778953040000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
zeelyofrunkah,Zahraddin I. Alqadri Runka DPT,356,,3,3131778595,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
zargy824,Zargy,356,,1,2425277431,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
timothytercel,Timothy Tercel,356,,1,1952048264183770000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
rezaei_has63844,hasan rezaei,356,,2,1934494926877680000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
cleverprime83,👹,356,,1,1933640823926820000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
azzam_badi,Alaa hassoon,356,,1,1317203412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ali_qarai,Ali Khan,356,,1,357135500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Innocentkhan110,اچھن_بھائی,356,,1,1477940055998190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GoyslopEnjoy3r,Goyslop Enjoyer,356,,4,1976771559181240000,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
heem_uganda,HEEM UG 🇺🇬 🇮🇷 🇷🇺 🇨🇳,355,,1,1884621293665840000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
falmata_abdiisa,Falmata Abdiisa,355,,1,1574806580054430000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Yusuf27055686,Yusuf Attom🇳🇬,355,,1,734720021792993000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TheShaikS,S Shaikh,355,,9,1587500601730280000,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0
Rush1862,Left Rush☭,355,,1,23406866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rhizlaine10,Rhizlaine,355,,5,1226284430957980000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
OmarKhan3738,Omar Khan,355,,3,602984047,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Numrahkhalid,NK,355,,6,4558887513,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1
HShori78853,hashem shori,355,,2,1934872969316090000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Benblag,Ɓ乇N,355,,3,296467835,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
AnsaariSm,LIVE AND LET LIVE,355,,2,1038594263678740000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ali_nawaz_92,Supreme Leader 😎,355,,2,1403589024728730000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3335j6Giso,giso.09373656352,355,,2,1807699728886330000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
rmzni56,سرباز وطن🎒,354,,1,1880129020894840000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
lostdervishX,LostDervish,354,,5,1924983300709310000,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
khaleds657,khaled 🇮🇷 🇨🇺 🇧🇴 🇵🇸 🇩🇿 🇻🇪 🇳🇮,354,,1,2817264324,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
kalimullah___,Musa Kudu II,354,,1,1298008355483470000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coracao_sombrio,Coração Sombrio,354,,1,2874478797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
StarhSadat81983,ستار سادات,354,,2,1934880766946580000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
SadiPGujjar,Saad Pervaiz Gujjar 🇵🇸,354,,1,129272134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OsmanFehm,Fehmida Osman,354,,6,1715447763951900000,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0
MojtabaNoo48189,مجتبیM.N.R 🟥 ☫ 🟩,354,,2,1988932303557650000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GretchenCrawf16,Gretchen Crawford,354,,6,733852688467780000,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0
DI55ID3NT,D!ss!dent,354,,2,1766119060092150000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
naz_suleman1,Nazeera,353,,1,1273342616755720000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
nangstef,Infantolino nangstef,353,,1,1224829076650760000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
imranvashyr,~I.B Alkali⚖,353,,2,1516487887239500000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
fatherofideas,handsome jew,353,,1,1139257493941610000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
bavi008,علیرضا,353,,1,1245141484342580000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SulexDongas,Sulex_Dongas,353,,3,410623899,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
SCOTCHNCIGAR,خاب نبین,353,,5,63274109,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0
OlivierH41225,Olivier Hochstrasser,353,,1,1683878811878690000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MoosaviRaz69202,Razieh Moosavi,353,,1,1934504590566680000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
vahid_zidan,vahid.zidan,352,,1,879502906126455000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ni_gichuhi,Gichuhi,352,,1,824670329901642000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
larryhutcherson,larry hutcherson,352,,1,84715319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
haid78166,nori,352,,2,1847621464138160000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
fluviaff,FFF✊🍁,352,,3,32267522,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
ebrahimmir25104,ebrahim mirzahosseini,352,,1,1934881681770520000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
dyl_nurul_amin,DYL Nurul Amin,352,,1,1936430837488390000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_financialguy,Personal Finance Helper - FIGHTING FUND DEDUCTIONS,352,,2,1586369113227670000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mozhdeh_Raad,مژده🍃,352,,4,2053552553946730000,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
CabdiqadirAlaa4,Cabdiqadir M. Alaale,352,,1,987626991418597000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
unicornrampant6,Reggie,351,,1,1931903658498860000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
paieilla,Victor Paieilla,351,,2,1502759084914750000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
fossens_IC,Media X,351,,1,738269267322384000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
bossman2850,bossman,351,,1,2025236290778920000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yararawiya,Yara,351,,1,1158935078937850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WilliamMun69298,William Munny,351,,4,1831191496600500000,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
TheBitlandPrinc,☭ The Bitland Prince ☭,351,,1,244065484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Pakistani90J,THE KING,351,,5,1583437850451800000,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
IssaIssack1,Issa Haji Abdullahi,351,,7,3048436003,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0
IdolineX,Saraï,351,,10,1376471901384680000,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0
HonestlyHussain,🇵🇰🇵🇸حسین,351,,2,1363215263705960000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
muhd_yoo,flywithmoh,350,,1,1546916078349070000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kennethscott51,Kenneth Scott,350,,3,715212066999706000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
aliabbassayed,aliabbas,350,,10,89984712,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0
SC0914,Shireen,350,,1,112888331,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RedArchivist,Red Librarian ☭☰,350,,1,1950302394597990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MarquesGines,Marqués de Ginés de Perea,350,,3,1389727345167280000,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
LailaAmiri5,لیلا,350,,6,1487356503552110000,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
BunyGreat,Father Bravelike,350,,1,1050720750641050000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AshishT23548179,Ashish Tiwari,350,,14,1298449524881420000,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1
serxwese,Amedli MuhibânıHayder,349,,2,1038347466742130000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
khaton1152177,khaton,349,,1,1934864123441100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
cuervingenuo,Cuervo Loco 🇵🇸🇸🇾🇾🇪🇱🇧🇮🇷🇷🇺🇨🇳,349,,5,3459884242,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0
ayman_ism,Mo,349,,2,214869777,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
arionw131504,arionw,349,,2,1808354625893940000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
LamineD75677343,MADARA UCHIWA🇬🇳🇺🇸🇵🇪,349,,1,1625242223750130000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biotech_Geek,Allan Paul,349,,1,617996307,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bilchain,bil99,349,,6,1663268082251620000,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0
tammytammmyy,laila manilla,348,,1,4806555736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
savepakistann,Middle East informer,348,,1,1021030504508940000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
realpaidtriot,@realPAIDtriot,348,,1,1350032645326070000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
raminjafariam,Ramin 🎒,348,,1,305608916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
hmdkpr,🥈حمید,348,,1,1622637963199770000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
asma_fatemi313,اسما حاتمی,348,,1,2022329732113810000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
alhrs96,albert,348,,2,621868333,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Xerxes575,shoebil,348,,8,1818294444816570000,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0
Powerplant78,Daniel Powell 🥊🐈🦊🌍🥗🇷🇺🇷🇺🇯🇴🇯🇴Fuck NATO,348,,2,1430940798430980000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MisbahLaska,Mîsbæh Lxr,348,,2,819002332948074000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DarrenShaqeel,Shaqeel,348,,1,544089467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BakedCouchGuy,The Guy,348,,1,1695207566932920000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ArashSyadi1,Arash Sayyadi,348,,1,1804425322848490000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ajameirani118,ناشناس🎒,348,,1,1898917560801700000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
